Subfamily	Tribe	Subtribe	Genus	Species
Charaxinae	Charaxini		Charaxes	Charaxes_sidamo
Charaxinae	Charaxini		Charaxes	Charaxes_smaragdalis
Charaxinae	Charaxini		Charaxes	Charaxes_smilesi
Charaxinae	Charaxini		Charaxes	Charaxes_solon
Charaxinae	Charaxini		Charaxes	Charaxes_subornatus
Charaxinae	Charaxini		Charaxes	Charaxes_superbus
Charaxinae	Charaxini		Charaxes	Charaxes_taverniersi
Charaxinae	Charaxini		Charaxes	Charaxes_tectonis
Charaxinae	Charaxini		Charaxes	Charaxes_teissieri
Charaxinae	Charaxini		Charaxes	Charaxes_thomasius
Charaxinae	Charaxini		Charaxes	Charaxes_thysi
Charaxinae	Charaxini		Charaxes	Charaxes_tiberius
Charaxinae	Charaxini		Charaxes	Charaxes_tiridates
Charaxinae	Charaxini		Charaxes	Charaxes_trajanus
Charaxinae	Charaxini		Charaxes	Charaxes_turlini
Charaxinae	Charaxini		Charaxes	Charaxes_usambarae
Charaxinae	Charaxini		Charaxes	Charaxes_vansoni
Charaxinae	Charaxini		Charaxes	Charaxes_varanes
Charaxinae	Charaxini		Charaxes	Charaxes_variata
Charaxinae	Charaxini		Charaxes	Charaxes_velox
Charaxinae	Charaxini		Charaxes	Charaxes_viola
Charaxinae	Charaxini		Charaxes	Charaxes_violetta
Charaxinae	Charaxini		Charaxes	Charaxes_viossati
Charaxinae	Charaxini		Charaxes	Charaxes_virescens
Charaxinae	Charaxini		Charaxes	Charaxes_virilis
Charaxinae	Charaxini		Charaxes	Charaxes_wakefieldi
Charaxinae	Charaxini		Charaxes	Charaxes_weismanni
Charaxinae	Charaxini		Charaxes	Charaxes_williami
Charaxinae	Charaxini		Charaxes	Charaxes_xiphares
Charaxinae	Charaxini		Charaxes	Charaxes_zambeziensis
Charaxinae	Charaxini		Charaxes	Charaxes_zelica
Charaxinae	Charaxini		Charaxes	Charaxes_zingha
Charaxinae	Charaxini		Charaxes	Charaxes_zoolina
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_bischoffii
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_briseis
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_eitschbergeri
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_enervata
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_heydenreichi
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_kaufmanni
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_persephone
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_prieuri
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_rangontavica
Satyrinae	Satyrini	Satyrina	Chazara	Chazara_staudingeri
Satyrinae	Satyrini	Pronophilina	Cheimas	Cheimas_opalinus
Cyrestinae			Chersonesia	Chersonesia_excellens
Cyrestinae			Chersonesia	Chersonesia_intermedia
Cyrestinae			Chersonesia	Chersonesia_nicevillei
Cyrestinae			Chersonesia	Chersonesia_peraka
Cyrestinae			Chersonesia	Chersonesia_rahria
Cyrestinae			Chersonesia	Chersonesia_rahrioides
Cyrestinae			Chersonesia	Chersonesia_risa
Satyrinae	Satyrini	Pronophilina	Chillanella	Chillanella_stelligera
Apaturinae			Chitoria	Chitoria_chrysolora
Apaturinae			Chitoria	Chitoria_cooperi
Apaturinae			Chitoria	Chitoria_fasciola
Apaturinae			Chitoria	Chitoria_modesta
Apaturinae			Chitoria	Chitoria_naga
Apaturinae			Chitoria	Chitoria_sordida
Apaturinae			Chitoria	Chitoria_subcaerulea
Apaturinae			Chitoria	Chitoria_ulupi
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_agatha
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_amenthesysta
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_amethysta
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_arnaca
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_callichloris
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_catharina
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_chlorimene
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_herseis
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_hewitsonii
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_marica
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_rectilinea
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_sericeella
Satyrinae	Satyrini	Euptychiina	Chloreuptychia	Chloreuptychia_tolumnia
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_acastus
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_californica
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_cyneas
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_cynisca
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_damoetas
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_definita
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_ehrenbergii
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_endeis
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_erodyle
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_eumeda
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_ezra
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_fulvia
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_gabbii
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_gaudialis
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_gorgone
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_harrisii
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_hippodrome
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_hoffmanni
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_janais
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_kendallorum
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_lacinia
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_leanira
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_marina
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_melanarge
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_melitaeoides
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_narva
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_nycteis
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_palla
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_perlula
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_poecile
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_rosita
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_theona
Nymphalinae	Melitaeini		Chlosyne	Chlosyne_whitneyi
Satyrinae	Satyrini	Parargina	Chonala	Chonala_episcopalis
Satyrinae	Satyrini	Parargina	Chonala	Chonala_masoni
Satyrinae	Satyrini	Parargina	Chonala	Chonala_praeusta
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_aoris
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_clagia
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_emalea
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_eremita
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_imperatrix
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_malaya
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_menones
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_niassica
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_nicobarica
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_orissa
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_recondita
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_regina
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_satellita
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_semiramis
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_surya
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_thais
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_thule
Heliconiinae	Vagrantini		Cirrochroa	Cirrochroa_tyche
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_cleophes
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_confusa
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_eous
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_joycea
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_joyceae
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_labe
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_lesbia
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_maripa
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_myncea
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_palladia
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_penelope
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_phronius
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_pompilia
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_proba
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_pseudoconfusa
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_rubricata
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_similis
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_terrestris
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_themis
Satyrinae	Satyrini	Euptychiina	Cissia	Cissia_touloulou
Satyrinae	Haeterini		Cithaerias	Cithaerias_andromeda
Satyrinae	Haeterini		Cithaerias	Cithaerias_aurora
Satyrinae	Haeterini		Cithaerias	Cithaerias_aurorina
Satyrinae	Haeterini		Cithaerias	Cithaerias_cliftoni
Satyrinae	Haeterini		Cithaerias	Cithaerias_pireta
Satyrinae	Haeterini		Cithaerias	Cithaerias_pyritosa
Satyrinae	Haeterini		Cithaerias	Cithaerias_pyropina
Satyrinae	Satyrini	Eritina	Coelites	Coelites_epiminthia
Satyrinae	Satyrini	Eritina	Coelites	Coelites_euptychioides
Satyrinae	Satyrini	Eritina	Coelites	Coelites_nothis
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_albovenosa
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_amaryllis
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_amirica
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_arcania
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_arcanioides
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_caeca
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_california
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_corinna
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_darwiniana
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_dorus
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_elbana
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_fettigii
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_gardetta
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_glycerion
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_haydenii
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_hero
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_iphioides
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_leander
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_macmahoni
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_mahometana
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_mangeri
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_mongolica
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_myops
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_nipisiquit
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_nolckeni
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_oedippus
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_pamphilus
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_pavonina
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_phryne
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_rhodopensis
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_saadi
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_semenovi
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_sinica
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_sunbecca
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_symphita
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_thyrsis
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_tullia
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_tydeus
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_vaucheri
Satyrinae	Satyrini	Coenonymphina	Coenonympha	Coenonympha_xinjiangensis
Charaxinae	Anaeini		Coenophlebia	Coenophlebia_archidona
Satyrinae	Satyrini	Ypthimina	Coenyra	Coenyra_aurantiaca
Satyrinae	Satyrini	Ypthimina	Coenyra	Coenyra_hebe
Satyrinae	Satyrini	Ypthimina	Coenyra	Coenyra_rufiplaga
Satyrinae	Satyrini	Ypthimina	Coenyropsis	Coenyropsis_bera
Satyrinae	Satyrini	Ypthimina	Coenyropsis	Coenyropsis_carcassoni
Satyrinae	Satyrini	Ypthimina	Coenyropsis	Coenyropsis_natalii
Nymphalinae	Nymphalini		Colobura	Colobura_annulata
Nymphalinae	Nymphalini		Colobura	Colobura_dirce
Satyrinae	Satyrini	Euptychiina	Colombeia	Colombeia_mycalesis
Charaxinae	Anaeini		Consul	Consul_electra
Charaxinae	Anaeini		Consul	Consul_excellens
Charaxinae	Anaeini		Consul	Consul_fabius
Charaxinae	Anaeini		Consul	Consul_panariste
Satyrinae	Satyrini	Pronophilina	Corades	Corades_anfortas
Satyrinae	Satyrini	Pronophilina	Corades	Corades_argentata
Satyrinae	Satyrini	Pronophilina	Corades	Corades_callipolis
Satyrinae	Satyrini	Pronophilina	Corades	Corades_chelonis
Satyrinae	Satyrini	Pronophilina	Corades	Corades_chirone
Satyrinae	Satyrini	Pronophilina	Corades	Corades_cistene
Satyrinae	Satyrini	Pronophilina	Corades	Corades_cybele
Satyrinae	Satyrini	Pronophilina	Corades	Corades_dymantis
Satyrinae	Satyrini	Pronophilina	Corades	Corades_enyo
Satyrinae	Satyrini	Pronophilina	Corades	Corades_iduna
Satyrinae	Satyrini	Pronophilina	Corades	Corades_lactefusa
Satyrinae	Satyrini	Pronophilina	Corades	Corades_liliaceus
Satyrinae	Satyrini	Pronophilina	Corades	Corades_medeba
Satyrinae	Satyrini	Pronophilina	Corades	Corades_melania
Satyrinae	Satyrini	Pronophilina	Corades	Corades_pannonia
Satyrinae	Satyrini	Pronophilina	Corades	Corades_pax
Satyrinae	Satyrini	Pronophilina	Corades	Corades_sareba
Satyrinae	Satyrini	Pronophilina	Corades	Corades_tricordatus
Satyrinae	Satyrini	Pronophilina	Corades	Corades_tripunctata
Satyrinae	Satyrini	Pronophilina	Corades	Corades_ulema
Satyrinae	Satyrini	Pronophilina	Corderopedaliodes	Corderopedaliodes_buda
Satyrinae	Satyrini	Pronophilina	Corderopedaliodes	Corderopedaliodes_corderoi
Satyrinae	Satyrini	Pronophilina	Corderopedaliodes	Corderopedaliodes_luzangelae
Satyrinae	Satyrini	Pronophilina	Corderopedaliodes	Corderopedaliodes_pandates
Satyrinae	Satyrini	Pronophilina	Cosmosatyrus	Cosmosatyrus_leptoneuroides
Satyrinae	Satyrini	Euptychiina	Cristalinaia	Cristalinaia_vitoria
Satyrinae	Satyrini	Mycalesina	Culapa	Culapa_amoena
Satyrinae	Satyrini	Mycalesina	Culapa	Culapa_bisaya
Satyrinae	Satyrini	Mycalesina	Culapa	Culapa_mnasicles
Satyrinae	Satyrini	Mycalesina	Culapa	Culapa_tagala
Heliconiinae	Vagrantini		Cupha	Cupha_arias
Heliconiinae	Vagrantini		Cupha	Cupha_aureus
Heliconiinae	Vagrantini		Cupha	Cupha_crameri
Heliconiinae	Vagrantini		Cupha	Cupha_erymanthis
Heliconiinae	Vagrantini		Cupha	Cupha_lampetia
Heliconiinae	Vagrantini		Cupha	Cupha_maeonides
Heliconiinae	Vagrantini		Cupha	Cupha_melichrysops
Heliconiinae	Vagrantini		Cupha	Cupha_myronides
Heliconiinae	Vagrantini		Cupha	Cupha_prosope
Biblidinae	Cybdelini		Cybdelis	Cybdelis_boliviana
Biblidinae	Cybdelini		Cybdelis	Cybdelis_mnasylus
Biblidinae	Cybdelini		Cybdelis	Cybdelis_petronita
Biblidinae	Cybdelini		Cybdelis	Cybdelis_phaesyla
Biblidinae	Cybdelini		Cybdelis	Cybdelis_thrasylla
Satyrinae	Melanitini		Cyllogenes	Cyllogenes_akikoae
Satyrinae	Melanitini		Cyllogenes	Cyllogenes_janetae
Satyrinae	Melanitini		Cyllogenes	Cyllogenes_suradeva
Satyrinae	Melanitini		Cyllogenes	Cyllogenes_woolletti
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_argentella
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_caballeroi
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_clinas
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_diazi
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_dospassosi
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_emilia
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_gemma
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_guatemalena
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_hedemanni
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_hilaria
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_jacquelineae
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_nayarit
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_nelsoni
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_pallens
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_parvimaculata
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_pephredo
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_perplexa
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_pertepida
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_philodice
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_pseudopephredo
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_pyracmon
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_rogersi
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_schausi
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_steinhauserorum
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_suivalenoides
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_suivalens
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_tomemmeli
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_wellingi
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_whiteorum
Satyrinae	Satyrini	Euptychiina	Cyllopsis	Cyllopsis_windi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_adela
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_alcimeda
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_althea
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_alticola
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_altisidora
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_amaniensis
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_amenides
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_angulifascia
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_anitorgis
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_aramis
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_arcuata
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_aubergeri
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_aurivillii
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_baylissi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_beckeri
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_bouyeri
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_caenis
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_capella
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_caprina
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_coccinata
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_collarti
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_collinsi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_colmanti
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_confusa
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_consanguis
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_coranus
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_cottrelli
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_crocea
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_cyclades
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_distincta
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_druryi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_dujardini
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_egesta
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_eris
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_euthalioides
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_excelsa
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_fontainei
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_fumana
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_haimodia
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_harmilla
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_hartigi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_haynae
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_heliada
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_herminia
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_hesiodina
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_hesiodotus
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_hobarti
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_howarthi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_hyarbita
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_hypatha
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_indamora
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_isiro
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_jodutta
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_lambertoni
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_lucasii
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_lurida
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_mabillei
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_magambae
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_magnus
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_megaesta
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_melanjae
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_meridionalis
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_ochreata
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_oemilius
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_ogova
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_orphnina
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_owassae
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_preussi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_radialis
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_reginaeelisabethae
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_reinholdi
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_sangaris
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_sassiana
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_teita
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_vumbui
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_weymeri
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_zenkeri
Limenitidinae	Cymothoini		Cymothoe	Cymothoe_zombana
Limenitidinae	Adoliadini		Cynandra	Cynandra_opis
Cyrestinae			Cyrestis	Cyrestis_achates
Cyrestinae			Cyrestis	Cyrestis_acilia
Cyrestinae			Cyrestis	Cyrestis_adaemon
Cyrestinae			Cyrestis	Cyrestis_andamanensis
Cyrestinae			Cyrestis	Cyrestis_camillus
Cyrestinae			Cyrestis	Cyrestis_cocles
Cyrestinae			Cyrestis	Cyrestis_eximia
Cyrestinae			Cyrestis	Cyrestis_heracles
Cyrestinae			Cyrestis	Cyrestis_irmae
Cyrestinae			Cyrestis	Cyrestis_kudrati
Cyrestinae			Cyrestis	Cyrestis_lutea
Cyrestinae			Cyrestis	Cyrestis_maenalis
Cyrestinae			Cyrestis	Cyrestis_nais
Cyrestinae			Cyrestis	Cyrestis_nivea
Cyrestinae			Cyrestis	Cyrestis_paulinus
Cyrestinae			Cyrestis	Cyrestis_strigata
Cyrestinae			Cyrestis	Cyrestis_tabula
Cyrestinae			Cyrestis	Cyrestis_telamon
Cyrestinae			Cyrestis	Cyrestis_themire
Cyrestinae			Cyrestis	Cyrestis_theresae
Cyrestinae			Cyrestis	Cyrestis_thyodamas
Cyrestinae			Cyrestis	Cyrestis_thyonneus
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_adamsi
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_boliviana
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_dinias
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_dognini
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_drusilla
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_eliza
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_fraudata
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_inconspicua
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_parvomaculata
Satyrinae	Satyrini	Pronophilina	Daedalma	Daedalma_vertex
Nymphalinae	Melitaeini		Dagon	Dagon_catula
Nymphalinae	Melitaeini		Dagon	Dagon_morena
Nymphalinae	Melitaeini		Dagon	Dagon_pusilla
Danainae	Danaini		Danaus	Danaus_affinis
Danainae	Danaini		Danaus	Danaus_chrysippus
Danainae	Danaini		Danaus	Danaus_cleophile
Danainae	Danaini		Danaus	Danaus_eresimus
Danainae	Danaini		Danaus	Danaus_erippus
Danainae	Danaini		Danaus	Danaus_genutia
