Subfamily	Tribe	Subtribe	Genus	Species
Limenitidinae	Adoliadini		Abrota	Abrota_ganga
Heliconiinae	Acraeini		Acraea	Acraea_abdera
Heliconiinae	Acraeini		Acraea	Acraea_acara
Heliconiinae	Acraeini		Acraea	Acraea_acrita
Heliconiinae	Acraeini		Acraea	Acraea_admatha
Heliconiinae	Acraeini		Acraea	Acraea_aglaonica
Heliconiinae	Acraeini		Acraea	Acraea_andromacha
Heliconiinae	Acraeini		Acraea	Acraea_anemosa
Heliconiinae	Acraeini		Acraea	Acraea_annonae
Heliconiinae	Acraeini		Acraea	Acraea_asboloplintha
Heliconiinae	Acraeini		Acraea	Acraea_asema
Heliconiinae	Acraeini		Acraea	Acraea_atatis
Heliconiinae	Acraeini		Acraea	Acraea_atergatis
Heliconiinae	Acraeini		Acraea	Acraea_atolmis
Heliconiinae	Acraeini		Acraea	Acraea_axina
Heliconiinae	Acraeini		Acraea	Acraea_bailundensis
Heliconiinae	Acraeini		Acraea	Acraea_barberi
Heliconiinae	Acraeini		Acraea	Acraea_bellona
Heliconiinae	Acraeini		Acraea	Acraea_bergeriana
Heliconiinae	Acraeini		Acraea	Acraea_boopis
Heliconiinae	Acraeini		Acraea	Acraea_braesia
Heliconiinae	Acraeini		Acraea	Acraea_brainei
Heliconiinae	Acraeini		Acraea	Acraea_buettneri
Heliconiinae	Acraeini		Acraea	Acraea_caecilia
Heliconiinae	Acraeini		Acraea	Acraea_caldarena
Heliconiinae	Acraeini		Acraea	Acraea_camaena
Heliconiinae	Acraeini		Acraea	Acraea_cephus
Heliconiinae	Acraeini		Acraea	Acraea_chaeribula
Heliconiinae	Acraeini		Acraea	Acraea_chambezi
Heliconiinae	Acraeini		Acraea	Acraea_chilo
Heliconiinae	Acraeini		Acraea	Acraea_cuva
Heliconiinae	Acraeini		Acraea	Acraea_dammii
Heliconiinae	Acraeini		Acraea	Acraea_diogenes
Heliconiinae	Acraeini		Acraea	Acraea_dondoesis
Heliconiinae	Acraeini		Acraea	Acraea_doubledayi
Heliconiinae	Acraeini		Acraea	Acraea_egina
Heliconiinae	Acraeini		Acraea	Acraea_ella
Heliconiinae	Acraeini		Acraea	Acraea_eltinghamiana
Heliconiinae	Acraeini		Acraea	Acraea_eltringhami
Heliconiinae	Acraeini		Acraea	Acraea_endoscota
Heliconiinae	Acraeini		Acraea	Acraea_equatorialis
Heliconiinae	Acraeini		Acraea	Acraea_eugenia
Heliconiinae	Acraeini		Acraea	Acraea_guillemei
Heliconiinae	Acraeini		Acraea	Acraea_guluensis
Heliconiinae	Acraeini		Acraea	Acraea_hamata
Heliconiinae	Acraeini		Acraea	Acraea_horta
Heliconiinae	Acraeini		Acraea	Acraea_hova
Heliconiinae	Acraeini		Acraea	Acraea_hypoleuca
Heliconiinae	Acraeini		Acraea	Acraea_igati
Heliconiinae	Acraeini		Acraea	Acraea_insignis
Heliconiinae	Acraeini		Acraea	Acraea_intermediodes
Heliconiinae	Acraeini		Acraea	Acraea_kappa
Heliconiinae	Acraeini		Acraea	Acraea_kia
Heliconiinae	Acraeini		Acraea	Acraea_kinduana
Heliconiinae	Acraeini		Acraea	Acraea_lapidorum
Heliconiinae	Acraeini		Acraea	Acraea_leucographa
Heliconiinae	Acraeini		Acraea	Acraea_leucopyga
Heliconiinae	Acraeini		Acraea	Acraea_lofua
Heliconiinae	Acraeini		Acraea	Acraea_loranae
Heliconiinae	Acraeini		Acraea	Acraea_lualabae
Heliconiinae	Acraeini		Acraea	Acraea_lyci
Heliconiinae	Acraeini		Acraea	Acraea_lygus
Heliconiinae	Acraeini		Acraea	Acraea_machequena
Heliconiinae	Acraeini		Acraea	Acraea_magnifica
Heliconiinae	Acraeini		Acraea	Acraea_mahela
Heliconiinae	Acraeini		Acraea	Acraea_manca
Heliconiinae	Acraeini		Acraea	Acraea_mansya
Heliconiinae	Acraeini		Acraea	Acraea_marnois
Heliconiinae	Acraeini		Acraea	Acraea_matuapa
Heliconiinae	Acraeini		Acraea	Acraea_medea
Heliconiinae	Acraeini		Acraea	Acraea_meyerii
Heliconiinae	Acraeini		Acraea	Acraea_mirabilis
Heliconiinae	Acraeini		Acraea	Acraea_miranda
Heliconiinae	Acraeini		Acraea	Acraea_moluccana
Heliconiinae	Acraeini		Acraea	Acraea_natalica
Heliconiinae	Acraeini		Acraea	Acraea_neobule
Heliconiinae	Acraeini		Acraea	Acraea_niobe
Heliconiinae	Acraeini		Acraea	Acraea_nohara
Heliconiinae	Acraeini		Acraea	Acraea_omrora
Heliconiinae	Acraeini		Acraea	Acraea_oncaea
Heliconiinae	Acraeini		Acraea	Acraea_onerata
Heliconiinae	Acraeini		Acraea	Acraea_oscari
Heliconiinae	Acraeini		Acraea	Acraea_overlaeti
Heliconiinae	Acraeini		Acraea	Acraea_peetersi
Heliconiinae	Acraeini		Acraea	Acraea_periphanes
Heliconiinae	Acraeini		Acraea	Acraea_petraea
Heliconiinae	Acraeini		Acraea	Acraea_pseudegina
Heliconiinae	Acraeini		Acraea	Acraea_pseudolycia
Heliconiinae	Acraeini		Acraea	Acraea_pseudotolmis
Heliconiinae	Acraeini		Acraea	Acraea_pudorella
Heliconiinae	Acraeini		Acraea	Acraea_pudorina
Heliconiinae	Acraeini		Acraea	Acraea_punctellata
Heliconiinae	Acraeini		Acraea	Acraea_puntimarginea
Heliconiinae	Acraeini		Acraea	Acraea_quirina
Heliconiinae	Acraeini		Acraea	Acraea_rabbaiae
Heliconiinae	Acraeini		Acraea	Acraea_ranavalona
Heliconiinae	Acraeini		Acraea	Acraea_regalis
Heliconiinae	Acraeini		Acraea	Acraea_rhodesiana
Heliconiinae	Acraeini		Acraea	Acraea_rogersii
Heliconiinae	Acraeini		Acraea	Acraea_rohlfsi
Heliconiinae	Acraeini		Acraea	Acraea_satis
Heliconiinae	Acraeini		Acraea	Acraea_severina
Heliconiinae	Acraeini		Acraea	Acraea_stenobea
Heliconiinae	Acraeini		Acraea	Acraea_sykesi
Heliconiinae	Acraeini		Acraea	Acraea_trimeni
Heliconiinae	Acraeini		Acraea	Acraea_turlini
Heliconiinae	Acraeini		Acraea	Acraea_turna
Heliconiinae	Acraeini		Acraea	Acraea_utengulensis
Heliconiinae	Acraeini		Acraea	Acraea_violae
Heliconiinae	Acraeini		Acraea	Acraea_violarum
Heliconiinae	Acraeini		Acraea	Acraea_zetes
Heliconiinae	Acraeini		Acraea	Acraea_zonata
Heliconiinae	Acraeini		Acraea	Acraea_zuomi
Satyrinae	Satyrini	Ragadiina	Acrophtalmia	Acrophtalmia_artemis
Satyrinae	Satyrini	Ragadiina	Acrophtalmia	Acrophtalmia_leuce
Satyrinae	Satyrini	Ragadiina	Acrophtalmia	Acrophtalmia_windorum
Satyrinae	Satyrini	Ragadiina	Acropolis	Acropolis_thalia
Heliconiinae	Acraeini		Actinote	Actinote_abana
Heliconiinae	Acraeini		Actinote	Actinote_alalia
Heliconiinae	Acraeini		Actinote	Actinote_alberti
Heliconiinae	Acraeini		Actinote	Actinote_alcione
Heliconiinae	Acraeini		Actinote	Actinote_anaxo
Heliconiinae	Acraeini		Actinote	Actinote_anteas
Heliconiinae	Acraeini		Actinote	Actinote_ballettae
Heliconiinae	Acraeini		Actinote	Actinote_bonita
Heliconiinae	Acraeini		Actinote	Actinote_brylla
Heliconiinae	Acraeini		Actinote	Actinote_callianthe
Heliconiinae	Acraeini		Actinote	Actinote_canutia
Heliconiinae	Acraeini		Actinote	Actinote_carycina
Heliconiinae	Acraeini		Actinote	Actinote_catarina
Heliconiinae	Acraeini		Actinote	Actinote_conspicua
Heliconiinae	Acraeini		Actinote	Actinote_dalmeidai
Heliconiinae	Acraeini		Actinote	Actinote_dicaeus
Heliconiinae	Acraeini		Actinote	Actinote_discrepans
Heliconiinae	Acraeini		Actinote	Actinote_eresia
Heliconiinae	Acraeini		Actinote	Actinote_erinome
Heliconiinae	Acraeini		Actinote	Actinote_euryleuca
Heliconiinae	Acraeini		Actinote	Actinote_genitrix
Heliconiinae	Acraeini		Actinote	Actinote_griseata
Heliconiinae	Acraeini		Actinote	Actinote_guatemalena
Heliconiinae	Acraeini		Actinote	Actinote_hilaris
Heliconiinae	Acraeini		Actinote	Actinote_hylonome
Heliconiinae	Acraeini		Actinote	Actinote_intensa
Heliconiinae	Acraeini		Actinote	Actinote_johncoulsoni
Heliconiinae	Acraeini		Actinote	Actinote_kennethi
Heliconiinae	Acraeini		Actinote	Actinote_lapitha
Heliconiinae	Acraeini		Actinote	Actinote_latior
Heliconiinae	Acraeini		Actinote	Actinote_mamita
Heliconiinae	Acraeini		Actinote	Actinote_melampeplos
Heliconiinae	Acraeini		Actinote	Actinote_melanisans
Heliconiinae	Acraeini		Actinote	Actinote_momina
Heliconiinae	Acraeini		Actinote	Actinote_morio
Heliconiinae	Acraeini		Actinote	Actinote_negra
Heliconiinae	Acraeini		Actinote	Actinote_neleus
Heliconiinae	Acraeini		Actinote	Actinote_ozomene
Heliconiinae	Acraeini		Actinote	Actinote_parapheles
Heliconiinae	Acraeini		Actinote	Actinote_pellenea
Heliconiinae	Acraeini		Actinote	Actinote_quadra
Heliconiinae	Acraeini		Actinote	Actinote_rhodope
Heliconiinae	Acraeini		Actinote	Actinote_romeroi
Heliconiinae	Acraeini		Actinote	Actinote_rubrocellulata
Heliconiinae	Acraeini		Actinote	Actinote_rufina
Heliconiinae	Acraeini		Actinote	Actinote_stratonice
Heliconiinae	Acraeini		Actinote	Actinote_surima
Heliconiinae	Acraeini		Actinote	Actinote_tenebrosa
Heliconiinae	Acraeini		Actinote	Actinote_thalia
Heliconiinae	Acraeini		Actinote	Actinote_trinacria
Heliconiinae	Acraeini		Actinote	Actinote_zikani
Limenitidinae	Limenitidini		Adelpha	Adelpha_abia
Limenitidinae	Limenitidini		Adelpha	Adelpha_abyla
Limenitidinae	Limenitidini		Adelpha	Adelpha_adstricta
Limenitidinae	Limenitidini		Adelpha	Adelpha_alala
Limenitidinae	Limenitidini		Adelpha	Adelpha_amazona
Limenitidinae	Limenitidini		Adelpha	Adelpha_argentea
Limenitidinae	Limenitidini		Adelpha	Adelpha_aricia
Limenitidinae	Limenitidini		Adelpha	Adelpha_atlantica
Limenitidinae	Limenitidini		Adelpha	Adelpha_attica
Limenitidinae	Limenitidini		Adelpha	Adelpha_barnesia
Limenitidinae	Limenitidini		Adelpha	Adelpha_basiloides
Limenitidinae	Limenitidini		Adelpha	Adelpha_boeotia
Limenitidinae	Limenitidini		Adelpha	Adelpha_boreas
Limenitidinae	Limenitidini		Adelpha	Adelpha_bredowii
Limenitidinae	Limenitidini		Adelpha	Adelpha_californica
Limenitidinae	Limenitidini		Adelpha	Adelpha_calliphane
Limenitidinae	Limenitidini		Adelpha	Adelpha_capucinus
Limenitidinae	Limenitidini		Adelpha	Adelpha_cocala
Limenitidinae	Limenitidini		Adelpha	Adelpha_corcyra
Limenitidinae	Limenitidini		Adelpha	Adelpha_coryneta
Limenitidinae	Limenitidini		Adelpha	Adelpha_cytherea
Limenitidinae	Limenitidini		Adelpha	Adelpha_delinita
Limenitidinae	Limenitidini		Adelpha	Adelpha_demialba
Limenitidinae	Limenitidini		Adelpha	Adelpha_diazi
Limenitidinae	Limenitidini		Adelpha	Adelpha_diocles
Limenitidinae	Limenitidini		Adelpha	Adelpha_donysa
Limenitidinae	Limenitidini		Adelpha	Adelpha_epione
Limenitidinae	Limenitidini		Adelpha	Adelpha_epizygis
Limenitidinae	Limenitidini		Adelpha	Adelpha_erotia
Limenitidinae	Limenitidini		Adelpha	Adelpha_erymanthis
Limenitidinae	Limenitidini		Adelpha	Adelpha_ethelda
Limenitidinae	Limenitidini		Adelpha	Adelpha_eulalia
Limenitidinae	Limenitidini		Adelpha	Adelpha_fabricia
Limenitidinae	Limenitidini		Adelpha	Adelpha_falcipennis
Limenitidinae	Limenitidini		Adelpha	Adelpha_felderi
Limenitidinae	Limenitidini		Adelpha	Adelpha_fessonia
Limenitidinae	Limenitidini		Adelpha	Adelpha_gavina
Limenitidinae	Limenitidini		Adelpha	Adelpha_gelania
Limenitidinae	Limenitidini		Adelpha	Adelpha_godmani
Limenitidinae	Limenitidini		Adelpha	Adelpha_heraclea
Limenitidinae	Limenitidini		Adelpha	Adelpha_herbita
Limenitidinae	Limenitidini		Adelpha	Adelpha_hesterbergi
Limenitidinae	Limenitidini		Adelpha	Adelpha_hyas
Limenitidinae	Limenitidini		Adelpha	Adelpha_iphicleola
Limenitidinae	Limenitidini		Adelpha	Adelpha_iphiclus
Limenitidinae	Limenitidini		Adelpha	Adelpha_irmina
Limenitidinae	Limenitidini		Adelpha	Adelpha_jordani
Limenitidinae	Limenitidini		Adelpha	Adelpha_juanna
Limenitidinae	Limenitidini		Adelpha	Adelpha_justina
Limenitidinae	Limenitidini		Adelpha	Adelpha_lamasi
Limenitidinae	Limenitidini		Adelpha	Adelpha_lapitha
Limenitidinae	Limenitidini		Adelpha	Adelpha_leuceria
Limenitidinae	Limenitidini		Adelpha	Adelpha_leucerioides
Limenitidinae	Limenitidini		Adelpha	Adelpha_leucophthalma
Limenitidinae	Limenitidini		Adelpha	Adelpha_levona
Limenitidinae	Limenitidini		Adelpha	Adelpha_lycorias
Limenitidinae	Limenitidini		Adelpha	Adelpha_malea
Limenitidinae	Limenitidini		Adelpha	Adelpha_margarita
Limenitidinae	Limenitidini		Adelpha	Adelpha_melanthe
Limenitidinae	Limenitidini		Adelpha	Adelpha_melona
Limenitidinae	Limenitidini		Adelpha	Adelpha_mesentina
Limenitidinae	Limenitidini		Adelpha	Adelpha_messana
Limenitidinae	Limenitidini		Adelpha	Adelpha_milleri
Limenitidinae	Limenitidini		Adelpha	Adelpha_mythra
Limenitidinae	Limenitidini		Adelpha	Adelpha_naxia
Limenitidinae	Limenitidini		Adelpha	Adelpha_nea
Limenitidinae	Limenitidini		Adelpha	Adelpha_olynthia
Limenitidinae	Limenitidini		Adelpha	Adelpha_paraena
Limenitidinae	Limenitidini		Adelpha	Adelpha_paroeca
Limenitidinae	Limenitidini		Adelpha	Adelpha_phylaca
Limenitidinae	Limenitidini		Adelpha	Adelpha_pithys
Limenitidinae	Limenitidini		Adelpha	Adelpha_plesaure
Limenitidinae	Limenitidini		Adelpha	Adelpha_pollina
Limenitidinae	Limenitidini		Adelpha	Adelpha_poltius
Limenitidinae	Limenitidini		Adelpha	Adelpha_radiata
Limenitidinae	Limenitidini		Adelpha	Adelpha_rothschildi
Limenitidinae	Limenitidini		Adelpha	Adelpha_salmoneus
Limenitidinae	Limenitidini		Adelpha	Adelpha_salus
Limenitidinae	Limenitidini		Adelpha	Adelpha_saundersii
Limenitidinae	Limenitidini		Adelpha	Adelpha_seriphia
Limenitidinae	Limenitidini		Adelpha	Adelpha_serpa
Limenitidinae	Limenitidini		Adelpha	Adelpha_shuara
Limenitidinae	Limenitidini		Adelpha	Adelpha_sichaeus
Limenitidinae	Limenitidini		Adelpha	Adelpha_stilesiana
Limenitidinae	Limenitidini		Adelpha	Adelpha_syma
Limenitidinae	Limenitidini		Adelpha	Adelpha_thesprotia
Limenitidinae	Limenitidini		Adelpha	Adelpha_thessalia
Limenitidinae	Limenitidini		Adelpha	Adelpha_thoasa
Limenitidinae	Limenitidini		Adelpha	Adelpha_tracta
Limenitidinae	Limenitidini		Adelpha	Adelpha_viola
Limenitidinae	Limenitidini		Adelpha	Adelpha_ximena
Limenitidinae	Limenitidini		Adelpha	Adelpha_zea
Limenitidinae	Limenitidini		Adelpha	Adelpha_zina
Satyrinae	Amathusiini		Aemona	Aemona_amathusia
Satyrinae	Amathusiini		Aemona	Aemona_lena
Satyrinae	Amathusiini		Aemona	Aemona_pealii
Danainae	Ithomiini		Aeria	Aeria_elara
Danainae	Ithomiini		Aeria	Aeria_eurimedia
Danainae	Ithomiini		Aeria	Aeria_olena
Satyrinae	Dirini		Aeropetes	Aeropetes_tulbaghia
Charaxinae	Prothoini		Agatasa	Agatasa_calydonia
Nymphalinae	Nymphalini		Aglais	Aglais_caschmirensis
Nymphalinae	Nymphalini		Aglais	Aglais_ichnusa
Nymphalinae	Nymphalini		Aglais	Aglais_io
Nymphalinae	Nymphalini		Aglais	Aglais_ladakensis
Nymphalinae	Nymphalini		Aglais	Aglais_milberti
Nymphalinae	Nymphalini		Aglais	Aglais_rizana
Nymphalinae	Nymphalini		Aglais	Aglais_urticae
Heliconiinae	Heliconiini		Agraulis	Agraulis_vanillae
Heliconiinae	Vagrantini		Algia	Algia_fasciata
Heliconiinae	Vagrantini		Algia	Algia_felderi
Heliconiinae	Vagrantini		Algia	Algia_satyrina
Heliconiinae	Vagrantini		Algiachroa	Algiachroa_woodfordi
Satyrinae	Amathusiini		Allaemona	Allaemona_prasopsuki
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_aborigena
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_andreasi
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_blancae
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_colorata
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_decolor
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_klossi
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_pandora
Satyrinae	Satyrini	Coenonymphina	Altiapa	Altiapa_pedaloidina
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_cocytia
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_kruegeri
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_kurti
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_nebris
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_nucea
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_pasicles
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_perita
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_reissi
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_scydmaena
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_tena
Satyrinae	Satyrini	Pronophilina	Altopedaliodes	Altopedaliodes_zsolti
Satyrinae	Amathusiini		Amathusia	Amathusia_andamanensis
Satyrinae	Amathusiini		Amathusia	Amathusia_binghami
Satyrinae	Amathusiini		Amathusia	Amathusia_duponti
Satyrinae	Amathusiini		Amathusia	Amathusia_friderici
Satyrinae	Amathusiini		Amathusia	Amathusia_lieftincki
Satyrinae	Amathusiini		Amathusia	Amathusia_masina
Satyrinae	Amathusiini		Amathusia	Amathusia_ochraceofusca
Satyrinae	Amathusiini		Amathusia	Amathusia_ochrotaenia
Satyrinae	Amathusiini		Amathusia	Amathusia_perakana
Satyrinae	Amathusiini		Amathusia	Amathusia_phidippus
Satyrinae	Amathusiini		Amathusia	Amathusia_schoenbergi
Satyrinae	Amathusiini		Amathusia	Amathusia_taenia
Satyrinae	Amathusiini		Amathusia	Amathusia_virgata
Satyrinae	Amathusiini		Amathuxidia	Amathuxidia_amythaon
Satyrinae	Amathusiini		Amathuxidia	Amathuxidia_morishitai
Satyrinae	Amathusiini		Amathuxidia	Amathuxidia_plateni
Danainae	Danaini		Amauris	Amauris_albimaculata
Danainae	Danaini		Amauris	Amauris_comorana
Danainae	Danaini		Amauris	Amauris_crawshayi
Danainae	Danaini		Amauris	Amauris_damocles
Danainae	Danaini		Amauris	Amauris_dannfelti
Danainae	Danaini		Amauris	Amauris_echeria
Danainae	Danaini		Amauris	Amauris_ellioti
Danainae	Danaini		Amauris	Amauris_hecate
Danainae	Danaini		Amauris	Amauris_hyalites
Danainae	Danaini		Amauris	Amauris_inferna
Danainae	Danaini		Amauris	Amauris_lygia
Danainae	Danaini		Amauris	Amauris_niavius
Danainae	Danaini		Amauris	Amauris_nossima
Danainae	Danaini		Amauris	Amauris_ochlea
Danainae	Danaini		Amauris	Amauris_phoedon
Danainae	Danaini		Amauris	Amauris_tartarea
Danainae	Danaini		Amauris	Amauris_vashti
Satyrinae	Satyrini	Euptychiina	Amiga	Amiga_arnaca
Satyrinae	Satyrini	Euptychiina	Amiga	Amiga_sericeella
Pseudergolinae			Amnosia	Amnosia_decora
Satyrinae	Satyrini	Euptychiina	Amphidecta	Amphidecta_calliomma
Satyrinae	Satyrini	Euptychiina	Amphidecta	Amphidecta_pignerator
Satyrinae	Satyrini	Euptychiina	Amphidecta	Amphidecta_reynoldsi
Charaxinae	Anaeini		Anaea	Anaea_aidea
Charaxinae	Anaeini		Anaea	Anaea_andria
Charaxinae	Anaeini		Anaea	Anaea_troglodyta
Charaxinae	Anaeomorphini		Anaeomorpha	Anaeomorpha_mirifica
Charaxinae	Anaeomorphini		Anaeomorpha	Anaeomorpha_splendida
Nymphalinae	Victorinini		Anartia	Anartia_amathea
Nymphalinae	Victorinini		Anartia	Anartia_chrysopelea
Nymphalinae	Victorinini		Anartia	Anartia_fatima
Nymphalinae	Victorinini		Anartia	Anartia_jatrophae
Nymphalinae	Victorinini		Anartia	Anartia_lytrea
Danainae	Danaini		Anetia	Anetia_briarea
Danainae	Danaini		Anetia	Anetia_cubana
Danainae	Danaini		Anetia	Anetia_jaegeri
Danainae	Danaini		Anetia	Anetia_pantheratus
Danainae	Danaini		Anetia	Anetia_thirza
Nymphalinae	Nymphalini		Antanartia	Antanartia_borbonica
Nymphalinae	Nymphalini		Antanartia	Antanartia_delius
Nymphalinae	Nymphalini		Antanartia	Antanartia_schaeneia
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_acesas
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_annulata
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_ardys
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_argentea
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_atronia
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_crithona
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_dracaena
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_drusilla
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_drymaea
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_frisia
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_hermas
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_nebulosa
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_otanes
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_ptolyca
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_sitalces
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_sosis
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_subota
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_texana
Nymphalinae	Melitaeini		Anthanassa	Anthanassa_tulcis
Biblidinae	Callicorini		Antigonis	Antigonis_pharsalia
Nymphalinae	Melitaeini		Antillea	Antillea_pelops
Nymphalinae	Melitaeini		Antillea	Antillea_proclea
Satyrinae	Morphini		Antirrhea	Antirrhea_adoptiva
Satyrinae	Morphini		Antirrhea	Antirrhea_archaea
Satyrinae	Morphini		Antirrhea	Antirrhea_geryon
Satyrinae	Morphini		Antirrhea	Antirrhea_hela
Satyrinae	Morphini		Antirrhea	Antirrhea_ornata
Satyrinae	Morphini		Antirrhea	Antirrhea_phasiana
Satyrinae	Morphini		Antirrhea	Antirrhea_philaretes
Satyrinae	Morphini		Antirrhea	Antirrhea_philoctetes
Satyrinae	Morphini		Antirrhea	Antirrhea_pterocopha
Satyrinae	Morphini		Antirrhea	Antirrhea_taygetina
Satyrinae	Morphini		Antirrhea	Antirrhea_ulei
Satyrinae	Morphini		Antirrhea	Antirrhea_undulata
Satyrinae	Morphini		Antirrhea	Antirrhea_watkinsi
Satyrinae	Satyrini	Pronophilina	Antopedaliodes	Antopedaliodes_albopunctata
Satyrinae	Satyrini	Pronophilina	Antopedaliodes	Antopedaliodes_antonia
Apaturinae			Apatura	Apatura_ilia
Apaturinae			Apatura	Apatura_iris
Apaturinae			Apatura	Apatura_laverna
Apaturinae			Apatura	Apatura_metis
Apaturinae			Apaturina	Apaturina_erminea
Apaturinae			Apaturopsis	Apaturopsis_cleochares
Apaturinae			Apaturopsis	Apaturopsis_kilusa
Apaturinae			Apaturopsis	Apaturopsis_paulianii
Satyrinae	Satyrini	Pronophilina	Apexacuta	Apexacuta_astoreth
Satyrinae	Satyrini	Pronophilina	Apexacuta	Apexacuta_improvisa
Satyrinae	Satyrini	Pronophilina	Apexacuta	Apexacuta_orsedice
Satyrinae	Satyrini	Pronophilina	Apexacuta	Apexacuta_superior
Satyrinae	Satyrini	Maniolina	Aphantopus	Aphantopus_arvensis
Satyrinae	Satyrini	Maniolina	Aphantopus	Aphantopus_hyperantus
Satyrinae	Satyrini	Maniolina	Aphantopus	Aphantopus_maculosa
Satyrinae	Satyrini	Lethina	Aphysoneura	Aphysoneura_pigmentaria
Satyrinae	Satyrini	Lethina	Aphysoneura	Aphysoneura_scapulifascia
Satyrinae	Brassolini		Aponarope	Aponarope_sutor
Nymphalinae	Nymphalini		Araschnia	Araschnia_burejana
Nymphalinae	Nymphalini		Araschnia	Araschnia_davidis
Nymphalinae	Nymphalini		Araschnia	Araschnia_dohertyi
Nymphalinae	Nymphalini		Araschnia	Araschnia_doris
Nymphalinae	Nymphalini		Araschnia	Araschnia_levana
Nymphalinae	Nymphalini		Araschnia	Araschnia_oreas
Nymphalinae	Nymphalini		Araschnia	Araschnia_prorsoides
Nymphalinae	Nymphalini		Araschnia	Araschnia_zhangi
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_amphimachus
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_camilla
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_chalciope
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_chromus
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_demophon
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_demophoon
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_licomedes
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_meander
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_phaedra
Charaxinae	Preponini		Archaeoprepona	Archaeoprepona_priene
Satyrinae	Satyrini	Euptychiina	Archeuptychia	Archeuptychia_cluena
Biblidinae	Biblidini		Archimestra	Archimestra_teleboas
Danainae	Ithomiini		Aremfoxia	Aremfoxia_ferra
Satyrinae	Satyrini	Satyrina	Arethusana	Arethusana_arethusa
Satyrinae	Satyrini	Satyrina	Argestina	Argestina_inconstans
Satyrinae	Satyrini	Satyrina	Argestina	Argestina_irma
Satyrinae	Satyrini	Satyrina	Argestina	Argestina_karta
Satyrinae	Satyrini	Satyrina	Argestina	Argestina_nitida
Satyrinae	Satyrini	Satyrina	Argestina	Argestina_phantasta
Satyrinae	Satyrini	Satyrina	Argestina	Argestina_pomena
Satyrinae	Satyrini	Satyrina	Argestina	Argestina_waltoni
Satyrinae	Satyrini	Coenonymphina	Argynnina	Argynnina_cyrila
Satyrinae	Satyrini	Coenonymphina	Argynnina	Argynnina_hobartia
Heliconiinae	Argynnini		Argynnis	Argynnis_anadyomene
Heliconiinae	Argynnini		Argynnis	Argynnis_childreni
Heliconiinae	Argynnini		Argynnis	Argynnis_hyperbius
Heliconiinae	Argynnini		Argynnis	Argynnis_kuniga
Heliconiinae	Argynnini		Argynnis	Argynnis_laodice
Heliconiinae	Argynnini		Argynnis	Argynnis_pandora
Heliconiinae	Argynnini		Argynnis	Argynnis_paphia
Heliconiinae	Argynnini		Argynnis	Argynnis_ruslana
Heliconiinae	Argynnini		Argynnis	Argynnis_sagana
Heliconiinae	Argynnini		Argynnis	Argynnis_zenobia
